model,max_epoch,use_swapout,use_residual,swapout_p1,swapout_p2
pixel_cnn,20,True,False,0.25,0.25
0.33532515,0.20799194
0.19846168,0.18950862
0.18784858,0.18715307
0.1865749,0.18589121
0.18603452,0.18565217
0.18581143,0.18507698
0.18551126,0.18531917
0.18531874,0.18485469
0.18515754,0.18609324
0.18485652,0.18439579
0.18482511,0.18510298
0.18450528,0.1851646
0.18439753,0.18414965
0.1844112,0.18382868
0.18425697,0.18516952
0.18420571,0.18378744
0.18424697,0.18387361
0.18422809,0.1838935
0.18413109,0.18377018
0.18409346,0.18374479
